KBN,parent_id,marriage_number,relationship_number,adopted,adopted_day
"48151","4815","","1","",""
"48152","4815","1","1","",""
"481521","48152","1","1","",""
"4815211","481521","","1","",""
"482","48","2","1","",""
"4821","482","1","1","",""
"48211","4821","2","1","",""
"482111","48211","","1","",""
"482112","48211","","1","",""
"482113","48211","","2","",""
"48212","4821","","1","",""
"48213","4821","2","1","",""
"482131","48213","","1","",""
"483","48","1","1","",""
"4831","483","","1","",""
"4832","483","2","1","",""
"48321","4832","1","1","",""
"483211","48321","","1","",""
"483212","48321","","1","",""
"483213","48321","","1","",""
"48322","4832","1","1","",""
"483221","48322","","1","",""
"483222","48322","","1","",""
"4833","483","2","1","",""
"48331","4833","3","1","C2",""
"483311","48331","","1","C",""
"483312","48331","","2","",""
"48332","4833","1","1","C2",""
"483321","48332","1","1","",""
"4833211","483321","","1","",""
"483322","48332","1","1","",""
"4833221","483322","","1","",""
"483323","48332","1","1","",""
"4833231","483323","","1","",""
"4833232","483323","","1","",""
"4834","483","1","1","",""
"48341","4834","3","1","",""
"483411","48341","0","1","",""
"4834111","483411","","1","",""
"483412","48341","1","3","",""
"4834121","483412","","1","",""
"4834122","483412","","2","",""
"48342","4834","1","1","",""
"48343","4834","1","1","",""
"483431","48343","1","1","",""
"483432","48343","","1","",""
"484","48","1","1","",""
"4841","484","2","1","",""
"48411","4841","1","1","",""
"484111","48411","","1","",""
"484112","48411","1","1","",""
"4841121","484112","","1","",""
"4841122","484112","","1","",""
"484113","48411","1","1","",""
"4841131","484113","","1","",""
"48412","4841","1","1","",""
"484121","48412","1","1","",""
"4841211","484121","","1","",""
"4841212","484121","","1","",""
"484122","48412","","1","",""
"4842","484","2","1","",""
"48421","4842","1","1","",""
"484211","48421","","1","",""
"484212","48421","","1","",""
"485","48","","1","",""
"486","48","","1","",""
"487","48","1","1","",""
"4871","487","1","1","A1","July 1945"
"48711","4871","1","1","",""
"487111","48711","","1","",""
"48712","4871","1","1","",""
"487121","48712","","1","",""
"488","48","1","1","",""
"4881","488","1","1","",""
"48811","4881","2","1","",""
"48812","4881","","1","",""
"489","48","1","1","",""
"4891","489","1","1","",""
"48911","4891","1","1","",""
"489111","48911","1","1","",""
"4891111","489111","","1","",""
"4891112","489111","","1","",""
"489112","48911","1","1","",""
"489113","48911","1","1","",""
"4891131","489113","","1","",""
"48912","4891","1","1","",""
"489121","48912","1","1","",""
"489122","48912","1","1","",""
"4891221","489122","","1","",""
"489123","48912","1","1","",""
"4891231","489123","","1","",""
"4891232","489123","","1","",""
"48913","4891","1","1","",""
"48914","4891","1","1","",""
"48915","4891","1","1","",""
"48A","48","0","1","",""
"48B","48","1","1","",""
"48B1","48B","3","1","",""
"48B11","48B1","","1","",""
"48B2","48B","","1","",""
"48C","48","1","1","",""
"48C1","48C","","1","",""
"48C2","48C","1","1","",""
"48C21","48C2","1","1","",""
"48C211","48C21","0","1","",""
"48C2111","48C211","","1","",""
"48C212","48C21","","1","",""
"48C213","48C21","","1","",""
"48C22","48C2","1","1","",""
"48C221","48C22","","1","",""
"48C222","48C22","","1","",""
"48C3","48C","1","1","",""
"48C31","48C3","1","1","",""
"48C32","48C3","","1","",""
"49","4","1","1","",""
"491","49","","1","",""
"492","49","1","1","",""
"4921","492","1","1","",""
"49211","4921","","1","",""
"49212","4921","2","1","",""
"492121","49212","","1","",""
"49213","4921","1","1","",""
"492131","49213","","1","",""
"4922","492","2","1","",""
"49221","4922","1","1","",""
"492211","49221","1","1","",""
"4922111","492211","","1","",""
"492212","49221","","1","",""
"49222","4922","","1","",""
"49223","4922","1","1","",""
"492231","49223","","1","",""
"492232","49223","","1","",""
"4923","492","1","1","",""
"49231","4923","1","1","",""
"492311","49231","","1","",""
"492312","49231","","1","",""
"492313","49231","","1","",""
"49232","4923","1","1","",""
"492321","49232","","1","",""
"492322","49232","","1","",""
"4924","492","1","1","",""
"49241","4924","2","1","",""
"492411","49241","","1","",""
"492412","49241","","1","",""
"49242","4924","1","1","",""
"492421","49242","","1","",""
"492422","49242","","1","",""
"49243","4924","1","1","",""
"492431","49243","","1","",""
"492432","49243","","1","",""
"4925","492","1","1","",""
"49251","4925","1","1","",""
"492511","49251","","1","",""
"4926","492","2","1","",""
"49261","4926","1","1","",""
"49262","4926","1","1","",""
"492621","49262","","1","",""
"492622","49262","","1","",""
"492623","49262","","1","",""
"493","49","1","1","",""
"4931","493","1","1","",""
"49311","4931","","1","",""
"49312","4931","1","1","",""
"493121","49312","","1","",""
"493122","49312","","1","",""
"49313","4931","2","1","",""
"493131","49313","","1","",""
"493132","49313","","1","",""
"493133","49313","","2","",""
"493134","49313","","2","",""
"4932","493","1","1","",""
"49321","4932","","1","",""
"49322","4932","1","1","",""
"4933","493","1","1","",""
"49331","4933","","1","",""
"49332","4933","0","1","",""
"493321","49332","","1","",""
"49333","4933","","1","",""
"4934","493","3","1","",""
"49341","4934","2","1","",""
"493411","49341","","1","",""
"49342","4934","","1","",""
"494","49","1","1","",""
"4941","494","1","1","",""
"49411","4941","1","1","",""
"494111","49411","1","1","",""
"494112","49411","1","1","",""
"4941121","494112","","1","",""
"494113","49411","","1","",""
"494114","49411","","1","",""
"494115","49411","","1","",""
"494116","49411","","1","",""
"494117","49411","","1","",""
"494118","49411","","1","",""
"494119","49411","","1","",""
"49411A","49411","","1","",""
"49412","4941","1","1","",""
"494121","49412","","1","",""
"494122","49412","","1","",""
"494123","49412","","1","",""
"494124","49412","","1","",""
"4942","494","1","1","",""
"49421","4942","1","1","",""
"494211","49421","","1","",""
"494212","49421","","1","",""
"494213","49421","","1","",""
"494214","49421","","1","",""
"49422","4942","1","1","",""
"494221","49422","","1","",""
"494222","49422","","1","",""
"494223","49422","","1","",""
"49423","4942","1","1","",""
"494231","49423","","1","",""
"494232","49423","","1","",""
"494233","49423","","1","",""
"494234","49423","","1","",""
"4A","4","1","2","",""
"4A1","4A","1","1","",""
"4A11","4A1","1","1","",""
"4A111","4A11","1","1","",""
"4A1111","4A111","","1","",""
"4A2","4A","","1","",""
"4A3","4A","3","1","",""
"4A31","4A3","1","1","",""
"4A311","4A31","1","1","",""
"4A3111","4A311","1","1","",""
"4A312","4A31","1","1","",""
"4A3121","4A312","","1","",""
"4A3122","4A312","","1","",""
"4A32","4A3","2","1","",""
"4A321","4A32","2","1","",""
"4A3211","4A321","1","1","",""
"4A32111","4A3211","","1","",""
"4A32112","4A3211","","1","",""
"4A3212","4A321","","2","",""
"4A322","4A32","","1","C",""
"4A3221","4A322","1","1","",""
"4A32211","4A3221","","1","",""
"4A323","4A32","1","1","C",""
"4A3231","4A323","","1","",""
"4A3232","4A323","","1","",""
"4A4","4A","2","1","",""
"4A41","4A4","","1","",""
"4A42","4A4","1","1","",""
"4A421","4A42","1","1","",""
"4A422","4A42","1","1","",""
"4A4221","4A422","","1","",""
"4A43","4A4","2","1","",""
"4A431","4A43","","2","",""
"4A432","4A43","","2","",""
"4A5","4A","","1","",""
"4A6","4A","1","1","",""
"4A61","4A6","1","1","",""
"4A611","4A61","1","1","",""
"4A6111","4A611","","1","",""
"4A6112","4A611","","1","",""
"4A612","4A61","1","1","",""
"4A6121","4A612","","1","",""
"4A6122","4A612","","1","",""
"4A6123","4A612","","1","",""
"4A62","4A6","2","1","",""
"4A621","4A62","1","1","",""
"4A6211","4A621","","1","B1","October 10, 2013"
"4A622","4A62","1","2","A1","December 28, 1985"
"4A6221","4A622","","1","",""
"4A6222","4A622","","2","",""
"4A63","4A6","3","1","",""
"4A631","4A63","","1","",""
"4A632","4A63","1","1","",""
"4A6321","4A632","1","1","",""
"4A6322","4A632","1","1","",""
"4A63221","4A6322","","1","",""
"4A633","4A63","1","1","",""
"4A6331","4A633","","1","",""
"4A6332","4A633","","1","",""
"4A7","4A","2","1","",""
"4A71","4A7","1","1","",""
"5","","1","2","",""
"51","5","1","1","",""
"511","51","1","1","",""
"5111","511","2","1","",""
"51111","5111","1","1","",""
"511111","51111","","1","C2",""
"51112","5111","","2","",""
"51113","5111","1","2","",""
"511131","51113","","1","",""
"5112","511","1","1","",""
"51121","5112","1","1","",""
"511211","51121","1","1","",""
"5112111","511211","1","1","",""
"51121111","5112111","","1","",""
"51121112","5112111","","1","",""
"51121113","5112111","","1","",""
"51121114","5112111","","1","",""
"5112112","511211","1","1","",""
"511212","51121","1","1","",""
"5112121","511212","1","1","",""
"511213","51121","1","1","",""
"51122","5112","1","1","",""
"511221","51122","1","1","",""
"5112211","511221","","1","",""
"511222","51122","1","1","",""
"5112221","511222","","1","",""
"5113","511","1","1","",""
"51131","5113","1","1","",""
"511311","51131","1","1","",""
"5113111","511311","","1","",""
"511312","51131","","1","",""
"5114","511","1","1","",""
"51141","5114","1","1","",""
"511411","51141","1","1","",""
"5114111","511411","","1","",""
"5114112","511411","","1","",""
"511412","51141","1","1","",""
"5114121","511412","1","1","",""
"5114122","511412","","1","",""
"5114123","511412","","1","",""
"511413","51141","1","1","",""
"5114131","511413","","1","",""
"5114132","511413","","1","",""
"5114133","511413","","1","",""
"5114134","511413","","1","",""
"511414","51141","1","1","",""
"5114141","511414","","1","",""
"5114142","511414","","1","",""
"51142","5114","1","1","",""
"511421","51142","2","1","",""
"5114211","511421","","1","",""
"5114212","511421","","1","",""
"511422","51142","2","1","A1",""
"5114221","511422","","1","",""
"5114222","511422","","1","",""
"511423","51142","1","1","",""
"5114231","511423","","1","",""
"5114232","511423","","1","",""
"51143","5114","1","1","",""
"511431","51143","1","1","",""
"5114311","511431","","1","",""
"5114312","511431","","1","",""
"5114313","511431","","1","",""
"511432","51143","1","1","",""
"5114321","511432","","1","",""
"5114322","511432","","1","",""
"5115","511","2","1","",""
"51151","5115","2","1","",""
"511511","51151","1","1","",""
"5116","511","1","1","",""
"51161","5116","1","1","",""
"511611","51161","1","1","",""
"5116111","511611","","1","",""
"5116112","511611","","1","",""
"511612","51161","","1","",""
"51162","5116","2","1","",""
"511621","51162","","2","",""
"511622","51162","","2","",""
"512","51","1","1","",""
"5121","512","1","1","",""
"51211","5121","2","1","",""
"512111","51211","1","2","",""
"5121111","512111","","1","",""
"5121112","512111","","1","",""
"5121113","512111","","1","",""
"51212","5121","1","1","",""
"512121","51212","1","1","",""
"5121211","512121","","1","",""
"5121212","512121","","1","",""
"512122","51212","1","1","",""
"5121221","512122","","1","",""
"5121222","512122","","1","",""
"5121223","512122","","1","",""
"51213","5121","1","1","",""
"512131","51213","2","1","",""
"5121311","512131","","1","",""
"5121312","512131","","1","",""
"5121313","512131","","2","",""
"5121314","512131","","2","",""
"512132","51213","1","1","",""
"512133","51213","1","1","",""
"5121331","512133","","1","",""
"5121332","512133","","1","",""
"5121333","512133","","1","",""
"51214","5121","1","1","",""
"512141","51214","1","1","",""
"5121411","512141","","1","",""
"5121412","512141","","2","",""
"5121413","512141","","2","",""
"512142","51214","","1","",""
"5122","512","2","1","",""
"51221","5122","2","1","",""
"512211","51221","1","2","",""
"5122111","512211","","1","",""
"5122112","512211","","1","",""
"512212","51221","0","2","",""
"5122121","512212","","1","",""
"51222","5122","1","1","",""
"512221","51222","1","1","",""
"512222","51222","1","1","",""
"513","51","","1","",""
"514","51","","1","",""
"515","51","1","1","",""
"5151","515","2","1","",""
"51511","5151","1","1","",""
"515111","51511","0","1","",""
"515112","51511","1","1","",""
"5151121","515112","","1","",""
"5151122","515112","","1","",""
"51512","5151","1","1","",""
"515121","51512","2","1","",""
"5151211","515121","1","1","",""
"51512111","5151211","","1","",""
"5151212","515121","","2","",""
"515122","51512","1","1","",""
"5151221","515122","","1","",""
"5151222","515122","","1","",""
"51513","5151","1","1","",""
"515131","51513","1","1","",""
"5151311","515131","","1","",""
"5151312","515131","","1","",""
"5151313","515131","","1","",""
"515132","51513","1","1","",""
"5151321","515132","","1","",""
"5151322","515132","","2","",""
"51514","5151","1","1","",""
"515141","51514","1","1","",""
"5151411","515141","","1","",""
"5151412","515141","","1","",""
"515142","51514","1","1","",""
"5151421","515142","","1","",""
"5151422","515142","","1","",""
"5152","515","1","1","",""
"51521","5152","0","1","",""
"51522","5152","1","1","",""
"515221","51522","","1","",""
"515222","51522","","1","",""
"51523","5152","1","1","",""
"515231","51523","","1","",""
"515232","51523","","1","",""
"515233","51523","","1","",""
"5153","515","1","1","",""
"51531","5153","2","1","",""
"515311","51531","2","2","",""
"5153111","515311","","2","",""
"5153112","515311","","2","",""
"515312","51531","2","2","",""
"5153121","515312","","3","",""
"515313","51531","1","2","",""
"5153131","515313","","1","",""
"5153132","515313","","1","",""
"51532","5153","1","1","",""
"515321","51532","2","1","",""
"515322","51532","1","1","",""
"5153221","515322","","1","",""
"5153222","515322","","1","",""
"5153223","515322","","1","",""
"515323","51532","1","1","",""
"5153231","515323","","1","",""
"5153232","515323","","1","",""
"5153233","515323","","1","",""
"51533","5153","1","1","",""
"515331","51533","","1","",""
"515332","51533","","1","",""
"515333","51533","","1","",""
"51534","5153","1","1","",""
"515341","51534","1","1","",""
"5153411","515341","","1","",""
"515342","51534","1","1","",""
"515343","51534","","1","",""
"516","51","","1","",""
"517","51","1","1","",""
"5171","517","1","1","",""
"51711","5171","1","1","",""
"517111","51711","1","1","",""
"517112","51711","","1","",""
"517113","51711","1","1","",""
"5171131","517113","","1","",""
"5171132","517113","","1","",""
"517114","51711","1","1","",""
"5171141","517114","","1","",""
"5171142","517114","","1","",""
"51712","5171","1","1","",""
"517121","51712","1","1","",""
"5171211","517121","","1","",""
"517122","51712","1","1","",""
"5171221","517122","","1","",""
"5172","517","1","1","",""
"51721","5172","1","1","",""
"517211","51721","1","1","",""
"5172111","517211","","1","",""
"5172112","517211","","1","",""
"5172113","517211","","1","",""
"5172114","517211","","1","",""
"517212","51721","1","1","",""
"5172121","517212","","1","",""
"5172122","517212","","1","",""
"5172123","517212","","1","",""
"517213","51721","","1","",""
"51722","5172","1","1","",""
"517221","51722","1","1","",""
"5173","517","1","1","",""
"51731","5173","1","1","",""
"517311","51731","","1","",""
"517312","51731","","1","",""
"51732","5173","1","1","",""
"517321","51732","","1","",""
"5174","517","","1","",""
"518","51","1","1","",""
"5181","518","1","1","",""
"51811","5181","2","1","",""
"518111","51811","","2","",""
"51812","5181","1","1","",""
"518121","51812","","1","",""
"518122","51812","","1","",""
"5182","518","1","1","",""
"51821","5182","","1","",""
"51822","5182","1","1","",""
"518221","51822","1","1","",""
"5182211","518221","","1","",""
"518222","51822","","1","",""
"518223","51822","1","1","",""
"5182231","518223","","1","",""
"5182232","518223","","1","",""
"5182233","518223","","1","",""
"518224","51822","","1","",""
"51823","5182","2","1","",""
"518231","51823","","2","",""
"5183","518","2","1","",""
"51831","5183","2","1","",""
"518311","51831","","2","",""
"518312","51831","","2","",""
"51832","5183","","1","",""
"51833","5183","1","2","B2",""
"518331","51833","","1","",""
"518332","51833","","1","",""
"5184","518","1","1","",""
"51841","5184","1","1","",""
"518411","51841","1","1","",""
"5184111","518411","","1","",""
"518412","51841","1","1","",""
"5184121","518412","","1","",""
"518413","51841","1","1","",""
"518414","51841","","1","",""
"518415","51841","","2","",""
"51842","5184","1","1","",""
"518421","51842","","1","",""
"518422","51842","","1","",""
"51843","5184","1","1","",""
"518431","51843","","1","",""
"518432","51843","","1","",""
"518433","51843","","1","",""
"518434","51843","","1","",""
"5185","518","2","1","",""
"51851","5185","1","1","",""
"518511","51851","","1","",""
"518512","51851","","1","",""
"51852","5185","","1","",""
"519","51","0","1","",""
"51A","51","0","1","",""
"51B","51","0","1","",""
"51C","51","1","1","",""
"51D","51","1","1","",""
"51D1","51D","1","1","",""
"51E","51","","1","",""
"52","5","1","1","",""
"521","52","2","1","",""
"5211","521","1","1","",""
"52111","5211","1","1","",""
"521111","52111","","1","",""
"521112","52111","1","1","",""
"5211121","521112","","1","",""
"5211122","521112","","1","",""
"52112","5211","1","1","",""
"521121","52112","","1","",""
"521122","52112","","1","",""
"52113","5211","1","1","",""
"5212","521","2","1","",""
"52121","5212","1","1","",""
"521211","52121","","1","A1",""
"521212","52121","","1","A1",""
"521213","52121","","1","",""
"52122","5212","1","1","",""
"521221","52122","","1","",""
"521222","52122","","1","",""
"521223","52122","","1","",""
"522","52","1","1","",""
"523","52","1","1","",""
"5231","523","1","1","",""
"5232","523","2","1","",""
"52321","5232","1","1","",""
"523211","52321","1","1","",""
"5232111","523211","","1","",""
"523212","52321","1","1","",""
"5232121","523212","","1","",""
"5232122","523212","","1","",""
"52322","5232","1","1","",""
"523221","52322","1","1","",""
"5232211","523221","","1","",""
"5232212","523221","","1","",""
"523222","52322","1","1","",""
"5232221","523222","","1","",""
"5232222","523222","","1","",""
"5232223","523222","","1","",""
"523223","52322","1","1","",""
"5232231","523223","","1","A1","September 25, 2009"
"52323","5232","1","1","",""
"523231","52323","2","1","",""
"5232311","523231","","2","",""
"5232312","523231","","2","",""
"523232","52323","1","1","",""
"5232321","523232","","1","",""
"5232322","523232","","1","",""
"52324","5232","1","1","",""
"523241","52324","1","1","",""
"5232411","523241","","1","",""
"523242","52324","1","1","",""
"5232421","523242","","1","",""
"5233","523","1","1","",""
"5234","523","2","1","",""
"52341","5234","1","1","",""
"523411","52341","1","1","",""
"5234111","523411","","1","",""
"523412","52341","","1","",""
"523413","52341","","1","",""
"523414","52341","2","1","",""
"5234141","523414","","1","",""
"5234142","523414","","2","",""
"5234143","523414","","2","",""
"523415","52341","1","1","",""
"5234151","523415","","1","",""
"5234152","523415","","1","",""
"52342","5234","","1","",""
"52343","5234","1","1","",""
"523431","52343","","1","",""
"523432","52343","","1","",""
"5235","523","2","1","",""
"5236","523","1","1","",""
"52361","5236","1","1","",""
"523611","52361","1","1","",""
"5236111","523611","","1","",""
"523612","52361","1","1","",""
"5236121","523612","","1","",""
"5236122","523612","","1","",""
"523613","52361","","1","",""
"52362","5236","1","1","",""
"523621","52362","1","1","",""
"5236211","523621","","1","",""
"5236212","523621","","1","",""
"523622","52362","1","1","",""
"5236221","523622","","1","",""
"5237","523","1","1","",""
"52371","5237","1","1","",""
"523711","52371","1","1","",""
"523712","52371","1","1","",""
"5237121","523712","","1","",""
"5237122","523712","","1","",""
"523713","52371","1","1","",""
"52372","5237","1","1","",""
"52373","5237","1","1","",""
"523731","52373","1","1","",""
"523732","52373","1","1","",""
"5237321","523732","","1","",""
"524","52","1","1","",""
"5241","524","1","1","",""
"52411","5241","1","1","",""
"524111","52411","","1","",""
"524112","52411","","1","",""
"525","52","1","1","",""
"5251","525","1","1","",""
"52511","5251","1","1","",""
"525111","52511","1","1","",""
"5251111","525111","","1","",""
"5251112","525111","","1","",""
"525112","52511","4","1","",""
"5251121","525112","","1","",""
"5251122","525112","","1","",""
"525113","52511","3","1","",""
"52512","5251","1","1","",""
"525121","52512","1","1","",""
"5251211","525121","1","1","",""
"52512111","5251211","","1","",""
"52512112","5251211","","1","",""
"5251212","525121","1","1","",""
"52512121","5251212","","1","",""
"525122","52512","","1","",""
"525123","52512","1","1","",""
"5251231","525123","1","1","",""
"52513","5251","1","1","",""
"525131","52513","2","1","",""
"5251311","525131","","1","",""
"525132","52513","1","1","",""
"5251321","525132","","1","",""
"5251322","525132","","1","",""
"525133","52513","","1","",""
"5252","525","1","1","",""
"52521","5252","1","1","",""
"525211","52521","","1","",""
"525212","52521","1","1","",""
"5252121","525212","","1","",""
"5252122","525212","","1","",""
"52522","5252","1","1","",""
"525221","52522","1","1","",""
"5252211","525221","","1","",""
"5252212","525221","","1","",""
"5252213","525221","","1","",""
"525222","52522","1","1","",""
"5252221","525222","","1","",""
"52523","5252","1","1","",""
"5253","525","1","1","",""
"52531","5253","1","1","",""
"525311","52531","1","1","",""
"5253111","525311","","1","",""
"5253112","525311","","1","",""
"525312","52531","1","1","",""
"5253121","525312","","1","",""
"5253122","525312","","1","",""
"5253123","525312","","1","",""
"52532","5253","1","1","",""
"525321","52532","1","1","",""
"5253211","525321","","1","",""
"5253212","525321","","1","",""
"525322","52532","","1","",""
"5253221","525322","","1","",""
"525323","52532","","1","",""
"5254","525","1","1","",""
"52541","5254","2","1","",""
"525411","52541","","1","",""
"525412","52541","","1","",""
"52542","5254","1","1","",""
"525421","52542","1","1","",""
"525422","52542","1","1","",""
"5255","525","1","1","",""
"52551","5255","1","1","",""
"525511","52551","1","1","",""
"5255111","525511","","1","",""
"5255112","525511","","1","",""
"5255113","525511","","1","",""
"525512","52551","","1","",""
"52552","5255","1","1","",""
"525521","52552","1","1","",""
"5255211","525521","","1","",""
"5255212","525521","","1","",""
"525522","52552","2","1","",""
"5255221","525522","","2","",""
"5255222","525522","","2","",""
"5255223","525522","","2","",""
"52553","5255","1","1","",""
"525531","52553","1","1","",""
"5255311","525531","","1","",""
"525532","52553","1","1","",""
"525533","52553","1","1","",""
"5255331","525533","","1","",""
"526","52","","1","",""
"527","52","1","1","",""
"5271","527","3","1","",""
"52711","5271","2","1","",""
"527111","52711","","1","",""
"527112","52711","","1","",""
"527113","52711","","2","",""
"52712","5271","1","1","",""
"527121","52712","1","1","",""
"5271211","527121","","1","",""
"527122","52712","1","1","",""
"5271221","527122","","1","",""
"52713","5271","1","1","",""
"527131","52713","","1","",""
"527132","52713","","1","",""
"528","52","1","1","",""
"5281","528","1","1","",""
"52811","5281","1","1","",""
"528111","52811","1","1","",""
"5281111","528111","","1","",""
"5281112","528111","","1","",""
"52812","5281","2","1","",""
"528121","52812","1","1","",""
"5281211","528121","","1","",""
"528122","52812","1","1","",""
"5281221","528122","","1","",""
"5281222","528122","","1","",""
"5282","528","1","1","",""
"5283","528","1","1","",""
"52831","5283","2","1","",""
"528311","52831","1","1","",""
"5283111","528311","","1","",""
"5283112","528311","","1","",""
"528312","52831","1","1","",""
"5283121","528312","","1","",""
"52832","5283","4","1","",""
"52833","5283","1","1","",""
"528331","52833","1","1","",""
"5283311","528331","","1","",""
"528332","52833","1","1","",""
"5283321","528332","","1","",""
"5283322","528332","","1","",""
"5283323","528332","","1","",""
"528333","52833","","1","",""
"5284","528","1","1","",""
"52841","5284","1","1","",""
"528411","52841","","1","",""
"528412","52841","1","1","",""
"5284121","528412","","1","",""
"5284122","528412","","1","",""
"5284123","528412","","1","",""
"5284124","528412","","1","",""
"52842","5284","1","1","",""
"528421","52842","","1","",""
"528422","52842","","1","",""
"5285","528","1","1","",""
"52851","5285","1","1","",""
"528511","52851","1","1","",""
"5285111","528511","","1","",""
"5285112","528511","","1","",""
"528512","52851","2","1","",""
"5285121","528512","","2","",""
"528513","52851","1","1","",""
"5285131","528513","","1","",""
"5285132","528513","","1","",""
"5285133","528513","","1","",""
"528514","52851","1","1","",""
"5285141","528514","","1","",""
"5285142","528514","","1","",""
"52852","5285","1","1","",""
"52853","5285","1","1","",""
"528531","52853","","1","",""
"528532","52853","","1","",""
"529","52","1","1","",""
"52A","52","1","1","",""
"52A1","52A","0","1","",""
"52A2","52A","1","1","",""
"52A21","52A2","1","1","",""
"52A211","52A21","","1","",""
"52A22","52A2","2","1","",""
"52A221","52A22","","1","",""
"52A222","52A22","","1","",""
"52A223","52A22","","1","",""
"53","5","","1","",""
"54","5","","1","",""
"55","5","1","1","",""
"551","55","","1","",""
"552","55","1","1","",""
"5521","552","1","1","",""
"55211","5521","","1","",""
"55212","5521","","1","",""
"55213","5521","2","1","",""
"552131","55213","","2","",""
"55214","5521","","1","",""
"55215","5521","1","1","",""
"552151","55215","","1","",""
"552152","55215","","1","",""
"552153","55215","","1","",""
"553","55","1","1","",""
"5531","553","1","1","",""
"55311","5531","1","1","",""
"553111","55311","1","1","",""
"5531111","553111","","1","",""
"5531112","553111","","1","",""
"5531113","553111","","1","",""
"5531114","553111","","1","",""
"5531115","553111","","1","",""
"5531116","553111","","1","",""
"553112","55311","1","1","",""
"5531121","553112","","1","",""
"5531122","553112","","1","",""
"5531123","553112","","1","",""
"553113","55311","","1","",""
"55312","5531","1","1","",""
"553121","55312","","1","",""
"55313","5531","1","1","",""
"553131","55313","1","1","",""
"5531311","553131","","1","",""
"5531312","553131","","1","",""
"553132","55313","","1","",""
"554","55","1","1","",""
"5541","554","2","1","",""
"55411","5541","1","1","",""
"554111","55411","","1","",""
"554112","55411","","1","",""
"55412","5541","","1","",""
"555","55","1","1","",""
"556","55","1","1","",""
"5561","556","","1","",""
"557","55","1","1","",""
"5571","557","1","1","",""
"55711","5571","2","1","",""
"557111","55711","","2","",""
"55712","5571","1","1","",""
"557121","55712","","1","",""
"557122","55712","","1","",""
"55713","5571","1","1","",""
"557131","55713","","1","",""
"557132","55713","","1","",""
"557133","55713","","1","",""
"5572","557","1","1","",""
"55721","5572","1","1","",""
"557211","55721","","1","",""
"557212","55721","","1","",""
"55722","5572","3","1","",""
"557221","55722","","1","",""
"557222","55722","","2","",""
"557223","55722","","2","",""
"558","55","1","1","",""
"5581","558","1","1","",""
"55811","5581","1","1","",""
"558111","55811","","1","",""
"558112","55811","","1","",""
"55812","5581","2","1","",""
"558121","55812","","2","",""
"558122","55812","","2","",""
"558123","55812","","2","",""
"5582","558","1","1","",""
"55821","5582","1","1","",""
"559","55","1","1","",""
"5591","559","1","1","",""
"55911","5591","1","1","",""
"559111","55911","","1","",""
"559112","55911","","1","",""
"559113","55911","","1","",""
"55912","5591","1","1","",""
"559121","55912","","1","",""
"559122","55912","","1","",""
"559123","55912","","1","",""
"5592","559","1","1","",""
"55921","5592","","1","A1",""
"5593","559","1","1","",""
"55931","5593","","1","",""
"56","5","1","1","",""
"561","56","1","1","",""
"5611","561","1","1","",""
"56111","5611","1","1","",""
"56112","5611","","1","",""
"56113","5611","","1","",""
"5612","561","1","1","",""
"56121","5612","1","1","",""
"561211","56121","1","1","",""
"5612111","561211","","1","",""
"5612112","561211","","1","",""
"5612113","561211","","1","",""
"5612114","561211","","1","",""
"561212","56121","1","1","",""
"5612121","561212","","1","",""
"5612122","561212","","1","",""
"5612123","561212","","1","",""
"561213","56121","1","1","",""
"5612131","561213","","1","",""
"5612132","561213","","1","",""
"5612133","561213","","1","",""
"56122","5612","1","1","",""
"562","56","1","1","",""
"5621","562","3","1","",""
"56211","5621","2","1","C2",""
"562111","56211","","2","",""
"562112","56211","1","2","",""
"5621121","562112","","1","",""
"5621122","562112","","1","",""
"56212","5621","2","1","C2",""
"56213","5621","2","2","",""
"562131","56213","1","1","",""
"5621311","562131","","1","",""
"562132","56213","1","2","",""
"562133","56213","1","2","",""
"5621331","562133","","1","",""
"5621332","562133","","1","",""
"562134","56213","","2","",""
"563","56","1","1","",""
"564","56","","1","",""
"565","56","1","1","",""
"566","56","1","1","",""
"5661","566","1","1","",""
"56611","5661","1","1","",""
"56612","5661","","1","",""
"56613","5661","1","1","",""
"566131","56613","","1","",""
"566132","56613","","1","",""
"56614","5661","","1","",""
"5662","566","1","1","",""
"56621","5662","1","1","",""
"56622","5662","1","1","",""
"5663","566","0","1","",""
"57","5","1","1","",""
"571","57","1","1","",""
"5711","571","1","1","",""
"57111","5711","","1","",""
"57112","5711","","1","",""
"5712","571","1","1","",""
"57121","5712","1","1","",""
"571211","57121","","1","",""
"571212","57121","","1","",""
"57122","5712","1","1","",""
"571221","57122","","1","",""
"57123","5712","1","1","",""
"571231","57123","","1","",""
"572","57","","1","",""
"573","57","1","1","",""
"5731","573","1","1","",""
"57311","5731","1","1","",""
"573111","57311","","1","",""
"573112","57311","","1","",""
"57312","5731","1","1","",""
"573121","57312","","1","",""
"573122","57312","","1","",""
"57313","5731","0","1","",""
"574","57","1","1","",""
"5741","574","1","1","",""
"57411","5741","1","1","",""
"574111","57411","","1","",""
"574112","57411","","1","",""
"574113","57411","","1","",""
"57412","5741","2","1","",""
"574121","57412","1","1","",""
"574122","57412","","1","",""
"574123","57412","","1","",""
"5742","574","1","1","",""
"57421","5742","1","1","",""
"574211","57421","","1","",""
"574212","57421","","1","",""
"57422","5742","2","1","",""
